name,trip_count,route_count,geometry
Vijaya Bank Layout Devarachikkanahalli,2,2,POINT (77.61053 12.89279)
Vijaya Bank Layout Petrol Bunk,10,6,POINT (77.61162 12.89223)
Vijaya College,14,6,POINT (77.58002 12.94001)
Vijaya School,12,9,POINT (77.67249 13.13045)
Vijayanagara,65,9,POINT (77.53786 12.97197)
Vijayanagara Garage,10,7,POINT (77.53437 12.96449)
Vijayanagara Vijaya Bank,17,1,POINT (77.54155 12.97359)
Vijayapura Bus Stand Jangamakote,61,14,POINT (77.80199 13.29479)
Vijayapura Cross,50,23,POINT (77.71718 13.25678)
Vijayapura Gate,8,2,POINT (77.88166 13.03924)
Vijayapura Toll Gate,90,27,POINT (77.80606 13.29158)
Vinayaka Chitramandira,3,3,POINT (77.56994 12.87488)
Vinayaka Layout,162,25,POINT (77.53038 12.96486)
Vinayaka Layout Nagarabhavi,567,128,POINT (77.50759 12.96069)
Vinayaka Nagara,15,5,POINT (77.75514 12.96466)
Vinayaka Nagara Hesarghatta,3,1,POINT (77.47451 13.13865)
Vinayaka Nagara Rachammanahalli,5,4,POINT (77.73146 12.71645)
Vinayaka Talkies,19,7,POINT (77.56838 12.96381)
Vinayakanagara Ramohalli,8,8,POINT (77.43022 12.90287)
Vinayakanagara Varthur,7,5,POINT (77.73954 12.92864)
Vindyagiri BDA Nivasa,2,1,POINT (77.75148 13.03406)
Virupakshapura,50,16,POINT (77.57179 13.06383)
Vishwa Shanti Ashrama,7,3,POINT (77.41777 13.08378)
Vishwanath Nagenahalli,64,5,POINT (77.60495 13.03951)
Vishwanathapura,8,2,POINT (77.64898 13.27199)
Vishwapriya Layout Cross,8,2,POINT (77.62475 12.88203)
Visthar Gate,67,20,POINT (77.66016 13.06655)
Vittasandra Cross,2,2,POINT (77.63471 12.84379)
Vivek Nagara,161,37,POINT (77.62302 12.95443)
Vivek Nagara Cross,98,16,POINT (77.62069 12.95457)
Vivekananda College,4,3,POINT (77.55431 13.00804)
Vivekananda Nagara,94,18,POINT (77.55325 12.9304)
Vivekananda School,59,3,POINT (77.7914 13.0691)
Vivekananda Vidyavardhaka School,37,8,POINT (77.46977 13.13953)
Vokkaliga School Kottigepalya,4,3,POINT (77.51176 12.98622)
WIMAC Junction,16,6,POINT (77.52996 13.06872)
Water Tank,3,3,POINT (77.54734 12.93043)
Water Tank Chamarajapet,5,2,POINT (77.56493 12.96038)
Water Tank Kamalanagara,246,68,POINT (77.53977 12.99546)
Water Tank Kothanur Dinne,143,36,POINT (77.58413 12.87444)
Weavers Colony,11,6,POINT (77.58379 12.84445)
Weavers Colony Nelamangala,77,31,POINT (77.40561 13.09403)
West Cross Kumaraswamy Layout,2,2,POINT (77.55993 12.90094)
Wheel And Axle Plant,36,7,POINT (77.58241 13.10572)
White Field Bus Station (Vydehi Hospital),65,7,POINT (77.72684 12.97642)
White Field Post Office,99,30,POINT (77.74996 12.96932)
Whitefiled ACP Police Station,98,11,POINT (77.7507 12.97538)
Widia Factory,41,12,POINT (77.497 13.04907)
Widia School,413,65,POINT (77.50786 13.05126)
Wilson Garden 10th Cross,5,5,POINT (77.59831 12.94752)
Wilson Garden 12th Cross,4,2,POINT (77.59794 12.94725)
Wilson Garden 14th Main,5,2,POINT (77.60052 12.94659)
Wilson Garden Police Station,16,6,POINT (77.5951 12.95141)
Wipro Gate Shikaripalya Cross,14,6,POINT (77.6591 12.83905)
Wipro Park Koramangala,9,3,POINT (77.63319 12.92897)
Wonderla Amusement Park,1,1,POINT (77.40206 12.8365)
YAPB Toll,12,4,POINT (77.55414 13.21317)
YHK Hospital,36,10,POINT (77.63659 12.77955)
YMCA Public School,4,2,POINT (77.44835 12.87354)
Yadalam Nagara,2,2,POINT (77.54833 12.89637)
Yadamadu Kanakapura Road,27,5,POINT (77.48788 12.7351)
Yadavanahalli,62,19,POINT (77.75079 12.78558)
Yadehalli Dabaspete,3,2,POINT (77.25601 13.2137)
Yadiyurappa Nagara,8,3,POINT (77.55896 13.1512)
Yadiyuru,23,7,POINT (77.57646 12.93085)
Yadiyuru Bagalur,6,3,POINT (77.6955 13.13085)
Yalachagere Cross,10,4,POINT (77.35927 13.09266)
Yalachaguppe,38,9,POINT (77.42103 12.95926)
Yalachammanahalli,31,2,POINT (77.91099 13.06551)
Yalachenahalli,8,5,POINT (77.57145 12.89768)
Yalachenahalli Metro Station,6,4,POINT (77.5701 12.89609)
Yalahanka Bakery,8,4,POINT (77.57689 13.10329)
Yalahanka Police Station,161,10,POINT (77.59425 13.09462)
Yalahanka Satellite Town,2,2,POINT (77.57921 13.0958)
Yale Kodigehalli,51,17,POINT (77.46513 12.97734)
Yale Kodigehalli Colony,28,6,POINT (77.46846 12.98291)
Yallammana doddi,4,2,POINT (77.61206 12.75469)
Yamalur Cross,22,11,POINT (77.68829 12.95525)
Yamarahalli Nagara,6,3,POINT (77.69771 13.30782)
Yamare,2,2,POINT (77.76652 12.87198)
Yanagunte,20,6,POINT (77.7908 13.15784)
Yanasandra,2,1,POINT (77.53479 12.75181)
Yantaganahalli,49,1,POINT (77.34655 13.06298)
Yantaganahalli  Toll,2,2,POINT (77.36108 13.06859)
Yantaganahalli Hospital,6,3,POINT (77.3423 13.0614)
Yantaganahalli Palya,3,1,POINT (77.34931 13.06405)
Yarab Nagara,58,20,POINT (77.56914 12.91657)
Yarandahalli,3,2,POINT (77.66291 12.80472)
Yarappana Bande,20,4,POINT (77.68535 13.09434)
Yarappanahalli,47,11,POINT (77.68714 13.08523)
Yarayyanapalya,13,8,POINT (77.67317 13.01155)
Yarthiganahalli,5,2,POINT (77.67265 13.19304)
Yekashipura,2,1,POINT (77.51471 13.25874)
Yekashipura Cross,18,8,POINT (77.50986 13.27006)
Yelahanka Old Town,7,2,POINT (77.59436 13.10091)
Yelahanka Santhe Circle,94,28,POINT (77.59712 13.0992)
Yelahanka Satellite Town,2,1,POINT (77.5791 13.09596)
Yelenahalli,65,14,POINT (77.61623 12.86787)
Yennigere,28,16,POINT (77.30072 13.09561)
Yeshawanthapura,12,5,POINT (77.55812 13.01792)
Yeshawanthapura Bus Station,143,31,POINT (77.55657 13.01771)
Yeshawanthapura Circle,1,1,POINT (77.55827 13.0186)
Yeshawanthapura Market,46,25,POINT (77.55568 13.02003)
Yeshawanthapura New Railway Station,19,3,POINT (77.55066 13.02349)
Yeshawanthapura Railway Station,2,2,POINT (77.55331 13.0216)
Yeshawanthapura Tollgate,133,49,POINT (77.56097 13.01797)
Yettu Kodi,17,8,POINT (77.85556 12.92118)
lnoorDoddy,3,3,POINT (77.52504 12.71708)
